epoch,time,train/pose_loss,train/kobj_loss,train/cls_loss,train/color_loss,train/size_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),color_accuracy,acc/color,acc/size,val/pose_loss,val/kobj_loss,val/cls_loss,val/color_loss,val/size_loss,lr/pg0,lr/pg1,lr/pg2
106,3788.76,18.0736,0.12523,1.79804,0.80531,0.50592,0.84662,0.78386,0.83652,0.80711,0.84662,0.78386,0.83652,0.80711,0.95684,0.95684,0,13.2908,0.03818,1.19653,0.48313,0.29156,0.000198988,0.000198988,0.000198988
107,3823.7,18.0518,0.12322,1.78691,0.79644,0.50528,0.82846,0.79421,0.83775,0.80876,0.82846,0.79421,0.83775,0.80876,0.95385,0.95385,0,13.3141,0.03812,1.20645,0.49498,0.2979,0.000198087,0.000198087,0.000198087
108,3857.3,17.9104,0.12382,1.80044,0.79362,0.51454,0.84127,0.7921,0.83744,0.81116,0.84127,0.7921,0.83744,0.81116,0.95472,0.95472,0,13.1941,0.03755,1.19053,0.48157,0.29077,0.00019718,0.00019718,0.00019718
109,3892.35,17.8415,0.12284,1.76271,0.78068,0.49833,0.83461,0.79559,0.84221,0.81611,0.83461,0.79559,0.84221,0.81611,0.95637,0.95637,0,13.1578,0.037,1.18647,0.48531,0.29012,0.000196266,0.000196266,0.000196266
110,3927.31,17.9007,0.12352,1.77291,0.78563,0.50548,0.82263,0.80168,0.84161,0.81445,0.82263,0.80168,0.84161,0.81445,0.95797,0.95797,0,13.1753,0.03699,1.18569,0.48291,0.28888,0.000195348,0.000195348,0.000195348
111,3962.7,17.8493,0.12215,1.74235,0.76759,0.49936,0.83262,0.79444,0.83983,0.8123,0.83262,0.79444,0.83983,0.8123,0.95799,0.95799,0,13.1581,0.03688,1.19121,0.48718,0.29446,0.000194424,0.000194424,0.000194424
112,3996.03,17.8161,0.11809,1.76174,0.77717,0.50015,0.83856,0.79546,0.84314,0.81437,0.83856,0.79546,0.84314,0.81437,0.95734,0.95734,0,13.1258,0.03658,1.17749,0.47784,0.2875,0.000193494,0.000193494,0.000193494
113,4031.55,17.6125,0.11924,1.74331,0.7564,0.49023,0.85301,0.78391,0.84027,0.81186,0.85301,0.78391,0.84027,0.81186,0.96007,0.96007,0,13.08,0.03618,1.17666,0.47311,0.28917,0.000192559,0.000192559,0.000192559
114,4067.05,17.6621,0.11989,1.72917,0.75043,0.4841,0.8513,0.79946,0.84891,0.82156,0.8513,0.79946,0.84891,0.82156,0.95759,0.95759,0,13.0637,0.03617,1.15898,0.47343,0.2833,0.000191618,0.000191618,0.000191618
115,4102.47,17.7279,0.1184,1.7441,0.77674,0.49466,0.85623,0.78661,0.84413,0.81602,0.85623,0.78661,0.84413,0.81602,0.95929,0.95929,0,13.0568,0.03606,1.16187,0.47389,0.28459,0.000190672,0.000190672,0.000190672
116,4138.03,17.6084,0.1218,1.72839,0.77363,0.49044,0.8473,0.79394,0.84804,0.82119,0.8473,0.79394,0.84804,0.82119,0.95815,0.95815,0,13.0071,0.0359,1.15825,0.47394,0.28519,0.000189721,0.000189721,0.000189721
117,4173.1,17.6349,0.12148,1.71963,0.75853,0.48612,0.8449,0.7912,0.84962,0.82273,0.8449,0.7912,0.84962,0.82273,0.95907,0.95907,0,12.9663,0.03558,1.15708,0.47086,0.28243,0.000188765,0.000188765,0.000188765
118,4209.09,17.5912,0.12042,1.71078,0.78594,0.48422,0.85471,0.78805,0.84955,0.82246,0.85471,0.78805,0.84955,0.82246,0.96328,0.96328,0,12.9604,0.03556,1.14214,0.4648,0.27959,0.000187804,0.000187804,0.000187804
119,4245.18,17.6416,0.11979,1.73503,0.76033,0.48817,0.87066,0.77977,0.84802,0.82037,0.87066,0.77977,0.84802,0.82037,0.96306,0.96306,0,12.9724,0.03552,1.13755,0.46527,0.28245,0.000186838,0.000186838,0.000186838
120,4280.15,17.5603,0.11975,1.70214,0.74354,0.47893,0.86457,0.78428,0.85067,0.82229,0.86457,0.78428,0.85067,0.82229,0.95902,0.95902,0,12.9311,0.0351,1.13721,0.46475,0.28136,0.000185867,0.000185867,0.000185867
121,4314.08,17.5415,0.11871,1.70865,0.75734,0.47815,0.86638,0.78542,0.85367,0.82594,0.86638,0.78542,0.85367,0.82594,0.96083,0.96083,0,12.9108,0.03502,1.13677,0.46676,0.28228,0.000184891,0.000184891,0.000184891
122,4349.26,17.4549,0.11699,1.69651,0.75569,0.47425,0.87523,0.77685,0.85261,0.82516,0.87523,0.77685,0.85261,0.82516,0.96149,0.96149,0,12.8849,0.03496,1.13364,0.46273,0.27937,0.000183911,0.000183911,0.000183911
123,4384.37,17.3973,0.11612,1.71476,0.74694,0.47775,0.8721,0.77976,0.85347,0.82604,0.8721,0.77976,0.85347,0.82604,0.9605,0.9605,0,12.8788,0.03517,1.12749,0.45612,0.27627,0.000182926,0.000182926,0.000182926
124,4418.91,17.2453,0.11603,1.68835,0.73546,0.47467,0.87126,0.78457,0.8564,0.82917,0.87126,0.78457,0.8564,0.82917,0.96018,0.96018,0,12.8615,0.03487,1.12539,0.45886,0.27757,0.000181936,0.000181936,0.000181936
125,4454.84,17.2925,0.11482,1.68165,0.74485,0.47578,0.87185,0.78798,0.8578,0.83198,0.87185,0.78798,0.8578,0.83198,0.96093,0.96093,0,12.8557,0.03484,1.12061,0.45899,0.27544,0.000180942,0.000180942,0.000180942
126,4490.46,17.4495,0.11777,1.69655,0.73592,0.48097,0.84837,0.80641,0.85599,0.83055,0.84837,0.80641,0.85599,0.83055,0.96168,0.96168,0,12.8438,0.03475,1.121,0.45673,0.27566,0.000179943,0.000179943,0.000179943
127,4526.27,17.3811,0.11651,1.67527,0.74173,0.475,0.85893,0.79925,0.85747,0.83208,0.85893,0.79925,0.85747,0.83208,0.9617,0.9617,0,12.7655,0.0341,1.11724,0.4566,0.27704,0.00017894,0.00017894,0.00017894
128,4561,17.3325,0.11858,1.68557,0.74691,0.47624,0.86621,0.79455,0.85751,0.83182,0.86621,0.79455,0.85751,0.83182,0.96163,0.96163,0,12.768,0.03418,1.11055,0.45557,0.27534,0.000177933,0.000177933,0.000177933
129,4597.03,17.1856,0.11299,1.6586,0.74294,0.46546,0.84947,0.80735,0.86013,0.83459,0.84947,0.80735,0.86013,0.83459,0.96208,0.96208,0,12.7495,0.034,1.11084,0.45511,0.27435,0.000176922,0.000176922,0.000176922
130,4632.76,17.1317,0.11277,1.68311,0.74087,0.46898,0.86947,0.79493,0.86195,0.83649,0.86947,0.79493,0.86195,0.83649,0.96415,0.96415,0,12.7118,0.03376,1.10288,0.44781,0.27054,0.000175906,0.000175906,0.000175906
131,4667.02,17.1303,0.11137,1.6376,0.71635,0.45588,0.86498,0.79755,0.86125,0.83591,0.86498,0.79755,0.86125,0.83591,0.96303,0.96303,0,12.7066,0.03365,1.10762,0.45122,0.27391,0.000174887,0.000174887,0.000174887
132,4702.84,17.1568,0.11438,1.66807,0.73726,0.46926,0.87222,0.79339,0.8624,0.83719,0.87222,0.79339,0.8624,0.83719,0.96301,0.96301,0,12.698,0.03356,1.10356,0.45063,0.27313,0.000173864,0.000173864,0.000173864
133,4738.82,17.274,0.11435,1.65955,0.73866,0.46465,0.85929,0.80577,0.86024,0.83518,0.85929,0.80577,0.86024,0.83518,0.96197,0.96197,0,12.6833,0.03349,1.09966,0.4491,0.27078,0.000172836,0.000172836,0.000172836
134,4773.01,17.0572,0.11218,1.63208,0.70713,0.45168,0.87717,0.79623,0.86256,0.83658,0.87717,0.79623,0.86256,0.83658,0.96087,0.96087,0,12.6624,0.03324,1.09438,0.44982,0.27184,0.000171805,0.000171805,0.000171805
135,4806.8,17.1639,0.11548,1.65596,0.72325,0.46113,0.86867,0.80319,0.86314,0.83718,0.86867,0.80319,0.86314,0.83718,0.96338,0.96338,0,12.6338,0.03316,1.0917,0.44633,0.27032,0.000170771,0.000170771,0.000170771
136,4840.54,17.1298,0.11063,1.63448,0.70814,0.45524,0.86745,0.80793,0.86475,0.83913,0.86745,0.80793,0.86475,0.83913,0.9642,0.9642,0,12.6004,0.03281,1.0896,0.44657,0.27009,0.000169733,0.000169733,0.000169733
137,4874.99,16.9806,0.11147,1.61268,0.70808,0.45133,0.86564,0.809,0.86429,0.8389,0.86564,0.809,0.86429,0.8389,0.96379,0.96379,0,12.6016,0.03283,1.08408,0.44615,0.26907,0.000168691,0.000168691,0.000168691
138,4908.39,17.1019,0.11463,1.64011,0.71939,0.45971,0.87127,0.80718,0.86369,0.83834,0.87127,0.80718,0.86369,0.83834,0.96113,0.96113,0,12.592,0.03278,1.08115,0.44602,0.26848,0.000167646,0.000167646,0.000167646
139,4941.47,16.7753,0.10715,1.61067,0.70466,0.44578,0.8639,0.80596,0.86426,0.83965,0.8639,0.80596,0.86426,0.83965,0.96039,0.96039,0,12.5702,0.0326,1.07681,0.44354,0.26738,0.000166597,0.000166597,0.000166597
140,4975.98,16.9969,0.10971,1.61935,0.71111,0.45203,0.86507,0.80445,0.86402,0.83927,0.86507,0.80445,0.86402,0.83927,0.96134,0.96134,0,12.5475,0.03242,1.07368,0.44021,0.26508,0.000165546,0.000165546,0.000165546
141,5010.13,16.9463,0.113,1.62766,0.71247,0.4541,0.86182,0.80989,0.86439,0.8396,0.86182,0.80989,0.86439,0.8396,0.96219,0.96219,0,12.5427,0.03233,1.07427,0.43941,0.2651,0.000164491,0.000164491,0.000164491
142,5044.67,16.9036,0.11204,1.62794,0.71485,0.45515,0.8586,0.8154,0.86722,0.84256,0.8586,0.8154,0.86722,0.84256,0.96495,0.96495,0,12.5221,0.03222,1.07397,0.43883,0.26494,0.000163433,0.000163433,0.000163433
143,5077.6,16.83,0.10872,1.60204,0.68632,0.44441,0.86363,0.81403,0.86552,0.8406,0.86363,0.81403,0.86552,0.8406,0.96369,0.96369,0,12.515,0.03223,1.07231,0.43865,0.26532,0.000162372,0.000162372,0.000162372
144,5111.5,16.7996,0.10945,1.60262,0.69859,0.44996,0.86355,0.81669,0.86655,0.84123,0.86355,0.81669,0.86655,0.84123,0.96341,0.96341,0,12.5007,0.0321,1.06875,0.43787,0.26431,0.000161308,0.000161308,0.000161308
145,5147.27,16.8194,0.10861,1.61981,0.69616,0.45221,0.86802,0.81278,0.86568,0.84091,0.86802,0.81278,0.86568,0.84091,0.96178,0.96178,0,12.4998,0.0321,1.07061,0.43798,0.26413,0.000160241,0.000160241,0.000160241
146,5181.85,16.7795,0.1109,1.58302,0.68308,0.44428,0.86472,0.81686,0.86514,0.84041,0.86472,0.81686,0.86514,0.84041,0.96312,0.96312,0,12.4774,0.03194,1.06489,0.4368,0.263,0.000159172,0.000159172,0.000159172
147,5216.03,16.7755,0.10925,1.59178,0.70283,0.4342,0.86989,0.81585,0.86675,0.84255,0.86989,0.81585,0.86675,0.84255,0.96352,0.96352,0,12.4657,0.03181,1.05962,0.43568,0.26197,0.0001581,0.0001581,0.0001581
148,5251.2,16.7167,0.10655,1.60317,0.70549,0.44299,0.86938,0.816,0.86646,0.84183,0.86938,0.816,0.86646,0.84183,0.96325,0.96325,0,12.4624,0.03178,1.06387,0.4384,0.26358,0.000157025,0.000157025,0.000157025
149,5285.73,16.7439,0.10693,1.57805,0.68731,0.4418,0.87099,0.81642,0.86642,0.84178,0.87099,0.81642,0.86642,0.84178,0.96277,0.96277,0,12.4465,0.03167,1.06074,0.4365,0.26185,0.000155948,0.000155948,0.000155948
150,5321.48,16.6793,0.10746,1.57697,0.6791,0.43721,0.87228,0.81611,0.86744,0.84322,0.87228,0.81611,0.86744,0.84322,0.96371,0.96371,0,12.4412,0.03161,1.05801,0.43634,0.26169,0.000154869,0.000154869,0.000154869
151,5357.98,16.7292,0.10773,1.57125,0.68493,0.43997,0.87148,0.81524,0.86659,0.84278,0.87148,0.81524,0.86659,0.84278,0.96373,0.96373,0,12.4387,0.03161,1.05889,0.43755,0.26219,0.000153787,0.000153787,0.000153787
152,5393.75,16.7239,0.109,1.57305,0.68942,0.44075,0.87211,0.81376,0.86676,0.84277,0.87211,0.81376,0.86676,0.84277,0.96425,0.96425,0,12.4322,0.03154,1.05381,0.43542,0.26062,0.000152703,0.000152703,0.000152703
153,5427.14,16.6869,0.10742,1.57496,0.6945,0.43462,0.87084,0.8161,0.86677,0.84342,0.87084,0.8161,0.86677,0.84342,0.96357,0.96357,0,12.4108,0.03135,1.05273,0.43405,0.25971,0.000151617,0.000151617,0.000151617
154,5462.76,16.5957,0.10808,1.56827,0.6896,0.43445,0.87129,0.81332,0.86704,0.84405,0.87129,0.81332,0.86704,0.84405,0.96273,0.96273,0,12.3954,0.03119,1.05449,0.43381,0.25916,0.000150529,0.000150529,0.000150529
155,5495.9,16.6479,0.10693,1.56076,0.6798,0.43638,0.87117,0.81297,0.86695,0.844,0.87117,0.81297,0.86695,0.844,0.96275,0.96275,0,12.3932,0.03116,1.05049,0.4324,0.25826,0.000149438,0.000149438,0.000149438
156,5530.13,16.5588,0.10761,1.56853,0.67728,0.43183,0.87383,0.81024,0.86602,0.8424,0.87383,0.81024,0.86602,0.8424,0.96183,0.96183,0,12.3884,0.0311,1.0519,0.43352,0.25855,0.000148346,0.000148346,0.000148346
157,5564.32,16.6444,0.10765,1.54564,0.67529,0.42683,0.87466,0.81008,0.8655,0.8419,0.87466,0.81008,0.8655,0.8419,0.96333,0.96333,0,12.3808,0.03102,1.05054,0.43243,0.25872,0.000147253,0.000147253,0.000147253
158,5597.24,16.4732,0.10526,1.54165,0.67689,0.43028,0.87848,0.81203,0.86607,0.84257,0.87848,0.81203,0.86607,0.84257,0.96357,0.96357,0,12.3652,0.0309,1.0502,0.43103,0.25798,0.000146157,0.000146157,0.000146157
159,5631,16.6133,0.11065,1.57037,0.67921,0.43508,0.87805,0.81027,0.86744,0.8437,0.87805,0.81027,0.86744,0.8437,0.9633,0.9633,0,12.3601,0.0309,1.04951,0.4311,0.25825,0.00014506,0.00014506,0.00014506
160,5666.08,16.5748,0.10825,1.56528,0.68344,0.43795,0.87827,0.81197,0.86632,0.84255,0.87827,0.81197,0.86632,0.84255,0.96366,0.96366,0,12.3369,0.03079,1.04727,0.42962,0.2579,0.000143961,0.000143961,0.000143961
161,5700.29,16.3498,0.10598,1.53809,0.67085,0.42907,0.87823,0.81276,0.86742,0.84374,0.87823,0.81276,0.86742,0.84374,0.9621,0.9621,0,12.3197,0.0306,1.0438,0.42821,0.25722,0.000142861,0.000142861,0.000142861
162,5733.32,16.5002,0.10735,1.55464,0.66882,0.4271,0.87864,0.81261,0.86846,0.8453,0.87864,0.81261,0.86846,0.8453,0.96293,0.96293,0,12.3131,0.03056,1.04404,0.42804,0.25671,0.00014176,0.00014176,0.00014176
163,5768.12,16.4784,0.10326,1.53131,0.67463,0.42556,0.8771,0.81578,0.8683,0.84515,0.8771,0.81578,0.8683,0.84515,0.96285,0.96285,0,12.301,0.03051,1.0395,0.42639,0.25598,0.000140657,0.000140657,0.000140657
164,5801.18,16.4906,0.10745,1.55713,0.67229,0.43225,0.87634,0.81064,0.86747,0.84421,0.87634,0.81064,0.86747,0.84421,0.96295,0.96295,0,12.2951,0.03047,1.04189,0.42851,0.25641,0.000139554,0.000139554,0.000139554
165,5835.52,16.4775,0.1074,1.53262,0.67483,0.41595,0.87702,0.81101,0.86775,0.84458,0.87702,0.81101,0.86775,0.84458,0.96356,0.96356,0,12.2896,0.03044,1.03887,0.4272,0.2562,0.000138449,0.000138449,0.000138449
166,5869.05,16.2613,0.10279,1.51902,0.65414,0.41633,0.87985,0.81437,0.86885,0.84621,0.87985,0.81437,0.86885,0.84621,0.96344,0.96344,0,12.2737,0.0303,1.0356,0.42469,0.25519,0.000137343,0.000137343,0.000137343
167,5903.26,16.3709,0.10372,1.52591,0.65699,0.42216,0.87969,0.81253,0.86889,0.84587,0.87969,0.81253,0.86889,0.84587,0.96365,0.96365,0,12.2655,0.03027,1.03848,0.42672,0.25585,0.000136236,0.000136236,0.000136236
168,5936.74,16.2762,0.10584,1.52578,0.66909,0.42074,0.87931,0.81513,0.86939,0.84636,0.87931,0.81513,0.86939,0.84636,0.96275,0.96275,0,12.2645,0.03027,1.0377,0.42586,0.25595,0.000135129,0.000135129,0.000135129
169,5970.21,16.3534,0.10687,1.53366,0.66727,0.42955,0.87976,0.81551,0.86962,0.84678,0.87976,0.81551,0.86962,0.84678,0.96214,0.96214,0,12.2503,0.03018,1.03579,0.42379,0.25556,0.00013402,0.00013402,0.00013402
170,6004.27,16.4968,0.10761,1.53049,0.65878,0.42296,0.88103,0.8154,0.87016,0.84749,0.88103,0.8154,0.87016,0.84749,0.96245,0.96245,0,12.2458,0.03013,1.03594,0.42396,0.25586,0.000132911,0.000132911,0.000132911
171,6037.41,16.3094,0.10429,1.52041,0.65304,0.41999,0.87835,0.81706,0.87081,0.84799,0.87835,0.81706,0.87081,0.84799,0.96249,0.96249,0,12.239,0.03013,1.03521,0.42382,0.25583,0.000131802,0.000131802,0.000131802
172,6072,16.1834,0.10343,1.50919,0.65813,0.41789,0.8743,0.82017,0.87132,0.84803,0.8743,0.82017,0.87132,0.84803,0.96282,0.96282,0,12.2366,0.03009,1.03682,0.42465,0.25643,0.000130692,0.000130692,0.000130692
173,6106.01,16.3487,0.10452,1.52452,0.66192,0.42847,0.87525,0.81913,0.87083,0.84765,0.87525,0.81913,0.87083,0.84765,0.96245,0.96245,0,12.2352,0.03008,1.03877,0.42476,0.257,0.000129582,0.000129582,0.000129582
174,6138.7,16.2388,0.10522,1.51718,0.65406,0.41892,0.87476,0.81987,0.87013,0.84699,0.87476,0.81987,0.87013,0.84699,0.96302,0.96302,0,12.2332,0.03008,1.04189,0.42527,0.25766,0.000128471,0.000128471,0.000128471
175,6171.5,16.2762,0.10699,1.50578,0.64923,0.41239,0.87825,0.81794,0.87016,0.84701,0.87825,0.81794,0.87016,0.84701,0.96241,0.96241,0,12.2219,0.03005,1.04346,0.42489,0.25743,0.000127361,0.000127361,0.000127361
176,6204.07,16.1857,0.10169,1.51095,0.65492,0.41964,0.87499,0.81529,0.87024,0.8469,0.87499,0.81529,0.87024,0.8469,0.96195,0.96195,0,12.2186,0.02999,1.04526,0.4263,0.25835,0.00012625,0.00012625,0.00012625
177,6238.92,16.2913,0.10418,1.51881,0.65528,0.41617,0.87327,0.8149,0.86956,0.84624,0.87327,0.8149,0.86956,0.84624,0.9599,0.9599,0,12.2137,0.02993,1.04785,0.42812,0.25938,0.000125139,0.000125139,0.000125139
178,6273.35,16.1349,0.10139,1.4955,0.65403,0.41355,0.8758,0.81169,0.86898,0.84561,0.8758,0.81169,0.86898,0.84561,0.96101,0.96101,0,12.212,0.02993,1.04907,0.42859,0.25957,0.000124029,0.000124029,0.000124029
179,6308.85,16.0857,0.10366,1.49884,0.65298,0.41335,0.87723,0.81411,0.86873,0.84566,0.87723,0.81411,0.86873,0.84566,0.96155,0.96155,0,12.1986,0.02981,1.04839,0.42871,0.25991,0.000122918,0.000122918,0.000122918
180,6344.79,16.0207,0.10089,1.47057,0.6365,0.39874,0.87699,0.81456,0.8714,0.84752,0.87699,0.81456,0.8714,0.84752,0.96181,0.96181,0,12.1935,0.02979,1.04507,0.42672,0.25922,0.000121808,0.000121808,0.000121808
181,6378.5,16.0013,0.10281,1.49857,0.64455,0.42144,0.8784,0.81271,0.86837,0.84539,0.8784,0.81271,0.86837,0.84539,0.96117,0.96117,0,12.1991,0.02983,1.05034,0.42907,0.26023,0.000120698,0.000120698,0.000120698
182,6414.01,16.0091,0.09933,1.49262,0.63873,0.41399,0.8764,0.81508,0.86943,0.84624,0.8764,0.81508,0.86943,0.84624,0.96115,0.96115,0,12.1896,0.02979,1.04858,0.42871,0.25954,0.000119589,0.000119589,0.000119589
183,6448.02,15.994,0.10162,1.48647,0.64434,0.41054,0.87699,0.81462,0.86959,0.84634,0.87699,0.81462,0.86959,0.84634,0.96139,0.96139,0,12.1839,0.02975,1.04946,0.42824,0.25957,0.00011848,0.00011848,0.00011848
184,6480.6,16.1376,0.10199,1.48784,0.64546,0.41537,0.87597,0.81369,0.86772,0.84503,0.87597,0.81369,0.86772,0.84503,0.96045,0.96045,0,12.1889,0.02975,1.04902,0.4283,0.25953,0.000117371,0.000117371,0.000117371
185,6514.58,15.9744,0.09938,1.47922,0.64968,0.4097,0.87665,0.81509,0.86842,0.8451,0.87665,0.81509,0.86842,0.8451,0.96114,0.96114,0,12.1817,0.02966,1.04927,0.42869,0.26017,0.000116264,0.000116264,0.000116264
186,6548.61,16.1035,0.10345,1.50298,0.64474,0.42168,0.87744,0.81473,0.86965,0.84635,0.87744,0.81473,0.86965,0.84635,0.96141,0.96141,0,12.1754,0.02957,1.04873,0.42837,0.25991,0.000115157,0.000115157,0.000115157
187,6583.2,16.0648,0.1001,1.47746,0.6575,0.4076,0.87562,0.81458,0.86898,0.84568,0.87562,0.81458,0.86898,0.84568,0.96149,0.96149,0,12.1755,0.02963,1.04907,0.42876,0.25971,0.000114051,0.000114051,0.000114051
188,6617.67,15.8597,0.09867,1.46563,0.62995,0.4016,0.87532,0.81346,0.86756,0.84417,0.87532,0.81346,0.86756,0.84417,0.96141,0.96141,0,12.1733,0.02966,1.05063,0.42989,0.26002,0.000112946,0.000112946,0.000112946
189,6653.55,15.9343,0.10095,1.48029,0.63631,0.40833,0.87243,0.81646,0.86802,0.84411,0.87243,0.81646,0.86802,0.84411,0.96095,0.96095,0,12.1623,0.02957,1.05332,0.43061,0.26009,0.000111843,0.000111843,0.000111843
190,6688.86,15.9186,0.09952,1.47229,0.62996,0.40372,0.87118,0.81652,0.86667,0.84341,0.87118,0.81652,0.86667,0.84341,0.96262,0.96262,0,12.1654,0.02962,1.0562,0.43162,0.26076,0.00011074,0.00011074,0.00011074
191,6724.85,16.1237,0.10335,1.49305,0.65374,0.41641,0.87157,0.81724,0.86788,0.84479,0.87157,0.81724,0.86788,0.84479,0.96285,0.96285,0,12.1615,0.02958,1.05703,0.43183,0.26077,0.000109639,0.000109639,0.000109639
192,6757.37,16.0939,0.1017,1.48663,0.64495,0.41092,0.87254,0.81787,0.86595,0.84296,0.87254,0.81787,0.86595,0.84296,0.96329,0.96329,0,12.1542,0.02952,1.05859,0.43254,0.26096,0.000108539,0.000108539,0.000108539
193,6792.23,16.0432,0.10312,1.48112,0.64101,0.414,0.87102,0.81733,0.86547,0.84264,0.87102,0.81733,0.86547,0.84264,0.96268,0.96268,0,12.1606,0.0296,1.06099,0.43307,0.26129,0.00010744,0.00010744,0.00010744
194,6825.58,15.9898,0.10122,1.471,0.61968,0.40762,0.87019,0.81835,0.86579,0.84293,0.87019,0.81835,0.86579,0.84293,0.96341,0.96341,0,12.157,0.02962,1.05967,0.43361,0.26105,0.000106343,0.000106343,0.000106343
195,6860.4,15.7994,0.0967,1.45282,0.62019,0.39709,0.86624,0.81747,0.86534,0.84284,0.86624,0.81747,0.86534,0.84284,0.96331,0.96331,0,12.1535,0.02961,1.06079,0.43411,0.26109,0.000105247,0.000105247,0.000105247
196,6895.87,15.7927,0.09857,1.4337,0.63488,0.39412,0.86529,0.81365,0.86403,0.8412,0.86529,0.81365,0.86403,0.8412,0.96393,0.96393,0,12.1524,0.02962,1.06348,0.43499,0.26133,0.000104154,0.000104154,0.000104154
197,6931.48,15.96,0.10189,1.48321,0.63916,0.41393,0.86221,0.81474,0.86291,0.84022,0.86221,0.81474,0.86291,0.84022,0.96429,0.96429,0,12.1465,0.02953,1.06523,0.43612,0.2614,0.000103062,0.000103062,0.000103062
198,6964.42,15.9296,0.10122,1.46752,0.64099,0.40468,0.86377,0.81527,0.86329,0.84097,0.86377,0.81527,0.86329,0.84097,0.96466,0.96466,0,12.1417,0.02951,1.06274,0.43492,0.26071,0.000101971,0.000101971,0.000101971
199,7000.27,15.8401,0.09714,1.44514,0.61923,0.40011,0.86437,0.81452,0.86503,0.84255,0.86437,0.81452,0.86503,0.84255,0.96589,0.96589,0,12.1411,0.02949,1.06348,0.43576,0.26078,0.000100883,0.000100883,0.000100883
200,7034.24,15.7753,0.09724,1.45634,0.63089,0.40207,0.86749,0.81272,0.86559,0.8432,0.86749,0.81272,0.86559,0.8432,0.96529,0.96529,0,12.1388,0.02943,1.06348,0.43593,0.26095,9.97971e-05,9.97971e-05,9.97971e-05
201,7068.58,15.7763,0.09531,1.43911,0.62759,0.39067,0.86409,0.81165,0.86386,0.84147,0.86409,0.81165,0.86386,0.84147,0.96499,0.96499,0,12.1484,0.02954,1.06519,0.43655,0.2614,9.8713e-05,9.8713e-05,9.8713e-05
202,7102.94,15.9365,0.10206,1.45556,0.63134,0.39943,0.86222,0.81311,0.86325,0.84085,0.86222,0.81311,0.86325,0.84085,0.96545,0.96545,0,12.1472,0.02947,1.06592,0.43761,0.26149,9.76312e-05,9.76312e-05,9.76312e-05
203,7136.61,15.9124,0.09764,1.44697,0.61632,0.39531,0.86255,0.80978,0.86238,0.84021,0.86255,0.80978,0.86238,0.84021,0.96497,0.96497,0,12.1531,0.02953,1.06821,0.43946,0.26188,9.65517e-05,9.65517e-05,9.65517e-05
204,7169.98,15.7791,0.09666,1.44783,0.62414,0.39888,0.86097,0.80945,0.86172,0.8394,0.86097,0.80945,0.86172,0.8394,0.96518,0.96518,0,12.1569,0.02955,1.07085,0.44107,0.26206,9.54746e-05,9.54746e-05,9.54746e-05
205,7204.98,15.7269,0.09703,1.44383,0.63668,0.39908,0.85347,0.8137,0.86073,0.83852,0.85347,0.8137,0.86073,0.83852,0.96341,0.96341,0,12.1585,0.02954,1.07329,0.44327,0.2627,9.44e-05,9.44e-05,9.44e-05
206,7240.28,15.8104,0.09822,1.44921,0.61831,0.39315,0.86122,0.80915,0.86139,0.83905,0.86122,0.80915,0.86139,0.83905,0.9639,0.9639,0,12.1645,0.0296,1.07407,0.44456,0.26281,9.33279e-05,9.33279e-05,9.33279e-05
207,7273.59,15.7002,0.098,1.43839,0.61351,0.38999,0.85205,0.81165,0.86181,0.83978,0.85205,0.81165,0.86181,0.83978,0.96321,0.96321,0,12.1694,0.02966,1.07622,0.44637,0.2631,9.22585e-05,9.22585e-05,9.22585e-05
208,7307.06,15.7119,0.09913,1.43717,0.62673,0.39461,0.85194,0.81088,0.8629,0.84065,0.85194,0.81088,0.8629,0.84065,0.96195,0.96195,0,12.1757,0.02971,1.07852,0.44941,0.26369,9.11919e-05,9.11919e-05,9.11919e-05
209,7342.1,15.7122,0.09902,1.42937,0.61831,0.39446,0.85308,0.81325,0.86336,0.84117,0.85308,0.81325,0.86336,0.84117,0.9622,0.9622,0,12.1815,0.02977,1.07974,0.45143,0.26396,9.0128e-05,9.0128e-05,9.0128e-05
210,7378.45,15.7495,0.09731,1.44411,0.62134,0.40164,0.85115,0.81091,0.86139,0.83933,0.85115,0.81091,0.86139,0.83933,0.96162,0.96162,0,12.1871,0.0298,1.08438,0.45372,0.26504,8.90671e-05,8.90671e-05,8.90671e-05
211,7414.16,15.6854,0.09576,1.41863,0.61549,0.38858,0.84948,0.81149,0.86223,0.83933,0.84948,0.81149,0.86223,0.83933,0.96128,0.96128,0,12.183,0.02971,1.08428,0.45441,0.26505,8.80091e-05,8.80091e-05,8.80091e-05
212,7447.35,15.6923,0.09541,1.4276,0.60805,0.39191,0.84879,0.81104,0.86189,0.83871,0.84879,0.81104,0.86189,0.83871,0.96131,0.96131,0,12.1931,0.02983,1.08691,0.45496,0.2656,8.69543e-05,8.69543e-05,8.69543e-05
213,7482.77,15.7652,0.09768,1.43429,0.6241,0.39202,0.85001,0.81229,0.86125,0.83827,0.85001,0.81229,0.86125,0.83827,0.96134,0.96134,0,12.187,0.02977,1.08569,0.45562,0.26536,8.59026e-05,8.59026e-05,8.59026e-05
