epoch,time,train/pose_loss,train/kobj_loss,train/cls_loss,train/color_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),color_accuracy,val/pose_loss,val/kobj_loss,val/cls_loss,val/color_loss,lr/pg0,lr/pg1,lr/pg2
123,2585.8,1.57294,0.09975,0.23559,0.03647,0.919,0.96002,0.97255,0.96254,0.919,0.96002,0.97255,0.96254,0.99229,0.53807,0.01004,0.1222,0.03875,0.000182926,0.000182926,0.000182926
124,2608.13,1.54809,0.09931,0.22655,0.04596,0.93102,0.94314,0.9732,0.96473,0.93102,0.94314,0.9732,0.96473,1,0.54983,0.00998,0.13929,0.01587,0.000181936,0.000181936,0.000181936
125,2629.04,1.59784,0.0991,0.23886,0.07397,0.91975,0.94647,0.97335,0.96305,0.91975,0.94647,0.97335,0.96305,0.99227,0.52744,0.00992,0.12359,0.03711,0.000180942,0.000180942,0.000180942
126,2650.34,1.63899,0.10547,0.2368,0.04397,0.91247,0.96581,0.98311,0.97329,0.91247,0.96581,0.98311,0.97329,1,0.5267,0.01033,0.11214,0.01325,0.000179943,0.000179943,0.000179943
127,2671.6,1.60617,0.10575,0.23583,0.06118,0.92877,0.96079,0.97975,0.97118,0.92877,0.96079,0.97975,0.97118,0.99217,0.50041,0.01066,0.10945,0.03936,0.00017894,0.00017894,0.00017894
128,2691.26,1.62023,0.1059,0.22715,0.04497,0.92544,0.94797,0.97603,0.96811,0.92544,0.94797,0.97603,0.96811,1,0.52616,0.00977,0.1225,0.02297,0.000177933,0.000177933,0.000177933
129,2711.64,1.57286,0.09796,0.22077,0.0418,0.93745,0.94814,0.9785,0.96955,0.93745,0.94814,0.9785,0.96955,0.99211,0.52899,0.00889,0.1257,0.04737,0.000176922,0.000176922,0.000176922
130,2733.16,1.57955,0.10406,0.2353,0.06781,0.92577,0.96219,0.9795,0.97229,0.92577,0.96219,0.9795,0.97229,1,0.51309,0.00834,0.11643,0.02329,0.000175906,0.000175906,0.000175906
131,2754.44,1.60164,0.10042,0.22637,0.03769,0.93557,0.95972,0.97915,0.97119,0.93557,0.95972,0.97915,0.97119,1,0.536,0.00805,0.12331,0.01907,0.000174887,0.000174887,0.000174887
132,2775.99,1.48923,0.08866,0.22342,0.02406,0.91608,0.96432,0.97511,0.9659,0.91608,0.96432,0.97511,0.9659,1,0.50334,0.01047,0.11222,0.0201,0.000173864,0.000173864,0.000173864
133,2796.81,1.45355,0.09142,0.23804,0.04505,0.93385,0.96275,0.98511,0.97562,0.93385,0.96275,0.98511,0.97562,0.99464,0.50488,0.00837,0.10692,0.03377,0.000172836,0.000172836,0.000172836
134,2818.08,1.58189,0.10834,0.23079,0.06558,0.94331,0.96977,0.98325,0.97326,0.94331,0.96977,0.98325,0.97326,0.98933,0.51211,0.00871,0.10252,0.06101,0.000171805,0.000171805,0.000171805
135,2838.9,1.59342,0.09864,0.23,0.05573,0.93466,0.9405,0.97504,0.9605,0.93466,0.9405,0.97504,0.9605,1,0.53664,0.01169,0.12487,0.03045,0.000170771,0.000170771,0.000170771
136,2858.69,1.54373,0.09729,0.2087,0.05072,0.92826,0.94932,0.97776,0.96873,0.92826,0.94932,0.97776,0.96873,1,0.5243,0.0117,0.11524,0.02991,0.000169733,0.000169733,0.000169733
137,2879.39,1.5846,0.10265,0.23126,0.0396,0.92764,0.96394,0.98581,0.97827,0.92764,0.96394,0.98581,0.97827,0.99474,0.50461,0.01137,0.11282,0.03864,0.000168691,0.000168691,0.000168691
138,2900.34,1.52707,0.0975,0.23259,0.02743,0.92577,0.9669,0.97656,0.9714,0.92577,0.9669,0.97656,0.9714,1,0.48079,0.01068,0.11167,0.02112,0.000167646,0.000167646,0.000167646
139,2922.01,1.51798,0.09794,0.22462,0.05618,0.91732,0.95778,0.9787,0.97186,0.91732,0.95778,0.9787,0.97186,1,0.48449,0.01214,0.09437,0.02236,0.000166597,0.000166597,0.000166597
140,2942.45,1.46474,0.08881,0.2126,0.04816,0.93807,0.96736,0.9841,0.97715,0.93807,0.96736,0.9841,0.97715,0.99482,0.4811,0.00871,0.09799,0.03688,0.000165546,0.000165546,0.000165546
141,2962.34,1.48984,0.09034,0.21156,0.03481,0.92109,0.96031,0.97367,0.96188,0.92109,0.96031,0.97367,0.96188,1,0.50076,0.01099,0.10514,0.02844,0.000164491,0.000164491,0.000164491
142,2983.19,1.4725,0.09133,0.21342,0.05305,0.93673,0.96395,0.98204,0.97475,0.93673,0.96395,0.98204,0.97475,0.99464,0.52035,0.0131,0.10618,0.02887,0.000163433,0.000163433,0.000163433
143,3003.32,1.49494,0.09376,0.21496,0.03466,0.95076,0.9704,0.98237,0.97731,0.95076,0.9704,0.98237,0.97731,1,0.46767,0.00849,0.11089,0.0179,0.000162372,0.000162372,0.000162372
144,3023.56,1.45308,0.09354,0.22619,0.064,0.94167,0.96275,0.98023,0.97169,0.94167,0.96275,0.98023,0.97169,0.99733,0.45847,0.00816,0.10033,0.01844,0.000161308,0.000161308,0.000161308
145,3045.24,1.45417,0.07988,0.21439,0.04857,0.92286,0.97254,0.98686,0.97695,0.92286,0.97254,0.98686,0.97695,0.99482,0.47609,0.00779,0.10045,0.02174,0.000160241,0.000160241,0.000160241
146,3066.71,1.47123,0.09179,0.22031,0.05354,0.94111,0.96897,0.98473,0.97865,0.94111,0.96897,0.98473,0.97865,0.99472,0.46754,0.00749,0.09846,0.02569,0.000159172,0.000159172,0.000159172
147,3087.49,1.46326,0.09162,0.2053,0.03317,0.93855,0.96674,0.98316,0.97771,0.93855,0.96674,0.98316,0.97771,1,0.46829,0.00785,0.09743,0.01035,0.0001581,0.0001581,0.0001581
148,3109.06,1.42807,0.08354,0.217,0.03774,0.94377,0.96578,0.98123,0.97343,0.94377,0.96578,0.98123,0.97343,1,0.46219,0.00826,0.10668,0.02258,0.000157025,0.000157025,0.000157025
149,3130.78,1.46762,0.09165,0.22115,0.03671,0.94285,0.96416,0.984,0.97896,0.94285,0.96416,0.984,0.97896,0.99728,0.45004,0.00728,0.10364,0.0207,0.000155948,0.000155948,0.000155948
150,3152.24,1.48468,0.09498,0.22712,0.05769,0.9416,0.96716,0.98321,0.97658,0.9416,0.96716,0.98321,0.97658,0.99475,0.4463,0.00663,0.09569,0.03675,0.000154869,0.000154869,0.000154869
151,3172.15,1.4733,0.09076,0.21449,0.03317,0.91639,0.96919,0.98376,0.97753,0.91639,0.96919,0.98376,0.97753,0.99472,0.47817,0.00769,0.10388,0.02491,0.000153787,0.000153787,0.000153787
152,3193.16,1.48968,0.08827,0.2206,0.0536,0.92689,0.97128,0.983,0.9778,0.92689,0.97128,0.983,0.9778,0.99465,0.44823,0.00738,0.10268,0.03252,0.000152703,0.000152703,0.000152703
153,3213.57,1.51173,0.09572,0.22049,0.05616,0.9337,0.95772,0.98043,0.97503,0.9337,0.95772,0.98043,0.97503,1,0.47868,0.00969,0.10304,0.0166,0.000151617,0.000151617,0.000151617
154,3233.54,1.42934,0.08243,0.1974,0.04168,0.92564,0.97268,0.98073,0.97271,0.92564,0.97268,0.98073,0.97271,1,0.46932,0.0104,0.09631,0.01925,0.000150529,0.000150529,0.000150529
155,3254.42,1.39086,0.08525,0.21415,0.0488,0.94711,0.96531,0.98881,0.98093,0.94711,0.96531,0.98881,0.98093,1,0.45044,0.00816,0.09296,0.01841,0.000149438,0.000149438,0.000149438
156,3274.56,1.38158,0.08706,0.20335,0.04218,0.94283,0.95865,0.9846,0.97816,0.94283,0.95865,0.9846,0.97816,0.9973,0.45902,0.00767,0.0918,0.01888,0.000148346,0.000148346,0.000148346
157,3294.81,1.35648,0.07879,0.19563,0.0358,0.94504,0.95604,0.98433,0.97779,0.94504,0.95604,0.98433,0.97779,0.99735,0.4446,0.00928,0.0986,0.02322,0.000147253,0.000147253,0.000147253
158,3315.07,1.35371,0.07992,0.19749,0.0346,0.92956,0.96449,0.98054,0.97303,0.92956,0.96449,0.98054,0.97303,0.99731,0.46749,0.00829,0.10316,0.01543,0.000146157,0.000146157,0.000146157
159,3336.14,1.43377,0.08436,0.21051,0.04908,0.93288,0.969,0.98202,0.97699,0.93288,0.969,0.98202,0.97699,0.99468,0.44151,0.00661,0.10676,0.02857,0.00014506,0.00014506,0.00014506
160,3357.92,1.42914,0.08732,0.21437,0.03672,0.94295,0.96719,0.98406,0.97644,0.94295,0.96719,0.98406,0.97644,0.99467,0.44076,0.00852,0.10236,0.03327,0.000143961,0.000143961,0.000143961
161,3379.1,1.39775,0.07697,0.1997,0.03662,0.9408,0.96695,0.98255,0.97664,0.9408,0.96695,0.98255,0.97664,0.9973,0.45635,0.0083,0.09319,0.02284,0.000142861,0.000142861,0.000142861
162,3399.33,1.44059,0.09114,0.20122,0.04303,0.95048,0.97148,0.97757,0.96919,0.95048,0.97148,0.97757,0.96919,0.9973,0.44698,0.00935,0.10593,0.01736,0.00014176,0.00014176,0.00014176
163,3420.15,1.44041,0.09069,0.1976,0.02657,0.94825,0.96323,0.98418,0.97814,0.94825,0.96323,0.98418,0.97814,0.99729,0.45137,0.01048,0.0976,0.01499,0.000140657,0.000140657,0.000140657
164,3440.47,1.42546,0.09167,0.20396,0.04953,0.93301,0.96449,0.98274,0.97515,0.93301,0.96449,0.98274,0.97515,0.99732,0.46838,0.01099,0.10368,0.02737,0.000139554,0.000139554,0.000139554
165,3461.57,1.42661,0.09226,0.20825,0.05895,0.94087,0.96718,0.98539,0.97812,0.94087,0.96718,0.98539,0.97812,1,0.43086,0.00937,0.09982,0.01667,0.000138449,0.000138449,0.000138449
166,3482.42,1.34767,0.08659,0.21839,0.05043,0.94599,0.96667,0.98197,0.97583,0.94599,0.96667,0.98197,0.97583,1,0.44514,0.00992,0.105,0.01262,0.000137343,0.000137343,0.000137343
167,3502.98,1.35817,0.08471,0.20632,0.053,0.95185,0.97337,0.98394,0.97835,0.95185,0.97337,0.98394,0.97835,1,0.4384,0.00705,0.09889,0.02102,0.000136236,0.000136236,0.000136236
168,3524.68,1.44634,0.08987,0.21084,0.06358,0.93676,0.96424,0.97653,0.97032,0.93676,0.96424,0.97653,0.97032,0.99733,0.43721,0.00957,0.1079,0.02113,0.000135129,0.000135129,0.000135129
169,3545.62,1.34204,0.0801,0.19364,0.04597,0.93462,0.97163,0.9827,0.97604,0.93462,0.97163,0.9827,0.97604,0.99738,0.41426,0.00826,0.10025,0.01483,0.00013402,0.00013402,0.00013402
170,3566.98,1.38293,0.07928,0.20097,0.0339,0.94687,0.96853,0.98335,0.9784,0.94687,0.96853,0.98335,0.9784,1,0.43305,0.00769,0.09205,0.01326,0.000132911,0.000132911,0.000132911
171,3587.4,1.44087,0.08944,0.18196,0.0485,0.94968,0.96879,0.98461,0.97868,0.94968,0.96879,0.98461,0.97868,0.99458,0.43356,0.00651,0.09065,0.03038,0.000131802,0.000131802,0.000131802
172,3609.09,1.39531,0.08785,0.19779,0.03154,0.94539,0.96742,0.98505,0.97875,0.94539,0.96742,0.98505,0.97875,0.9973,0.42223,0.00717,0.08909,0.01631,0.000130692,0.000130692,0.000130692
173,3629.01,1.44581,0.09355,0.20384,0.0564,0.94034,0.9711,0.98334,0.97782,0.94034,0.9711,0.98334,0.97782,0.99469,0.41285,0.00735,0.09361,0.03526,0.000129582,0.000129582,0.000129582
174,3650.46,1.43599,0.08586,0.21448,0.03748,0.93962,0.97637,0.98232,0.97516,0.93962,0.97637,0.98232,0.97516,0.99475,0.40791,0.00766,0.09271,0.02671,0.000128471,0.000128471,0.000128471
175,3670.76,1.31393,0.07544,0.17894,0.03363,0.94397,0.96581,0.98482,0.98102,0.94397,0.96581,0.98482,0.98102,1,0.40531,0.00539,0.10329,0.01446,0.000127361,0.000127361,0.000127361
176,3690.79,1.36136,0.07938,0.18097,0.03648,0.946,0.96576,0.98409,0.9797,0.946,0.96576,0.98409,0.9797,0.99729,0.40985,0.008,0.09407,0.01107,0.00012625,0.00012625,0.00012625
177,3711.04,1.36215,0.08137,0.20168,0.03345,0.95241,0.97464,0.98503,0.97876,0.95241,0.97464,0.98503,0.97876,0.99464,0.40791,0.008,0.09029,0.02269,0.000125139,0.000125139,0.000125139
178,3731.8,1.35788,0.08453,0.17854,0.03785,0.9473,0.96322,0.98387,0.97899,0.9473,0.96322,0.98387,0.97899,0.99448,0.41315,0.00942,0.0952,0.02003,0.000124029,0.000124029,0.000124029
179,3752.86,1.34945,0.08083,0.19621,0.04651,0.94921,0.96873,0.98355,0.97885,0.94921,0.96873,0.98355,0.97885,0.99728,0.40496,0.00703,0.08857,0.02009,0.000122918,0.000122918,0.000122918
180,3774.7,1.31663,0.07388,0.18169,0.04671,0.9415,0.96553,0.98244,0.97761,0.9415,0.96553,0.98244,0.97761,0.9973,0.41135,0.00559,0.09472,0.02017,0.000121808,0.000121808,0.000121808
181,3796.07,1.35213,0.07938,0.2053,0.05775,0.9425,0.96581,0.98275,0.97791,0.9425,0.96581,0.98275,0.97791,0.9973,0.40562,0.00568,0.0999,0.02603,0.000120698,0.000120698,0.000120698
182,3816.79,1.3037,0.07206,0.19288,0.04816,0.94191,0.97434,0.98777,0.98223,0.94191,0.97434,0.98777,0.98223,0.99198,0.40537,0.00892,0.08499,0.05295,0.000119589,0.000119589,0.000119589
183,3837.58,1.38958,0.08121,0.18262,0.03674,0.93763,0.9733,0.98333,0.97817,0.93763,0.9733,0.98333,0.97817,0.99733,0.41505,0.00629,0.10149,0.01434,0.00011848,0.00011848,0.00011848
184,3859.13,1.40354,0.08429,0.20379,0.047,0.9414,0.97289,0.98212,0.97633,0.9414,0.97289,0.98212,0.97633,0.99467,0.41783,0.00842,0.09646,0.02141,0.000117371,0.000117371,0.000117371
185,3879.88,1.35958,0.08047,0.1931,0.0355,0.94278,0.9707,0.9827,0.97838,0.94278,0.9707,0.9827,0.97838,0.99458,0.4175,0.00838,0.0968,0.02256,0.000116264,0.000116264,0.000116264
186,3900.64,1.36605,0.0825,0.18355,0.04074,0.95016,0.9701,0.98102,0.97658,0.95016,0.9701,0.98102,0.97658,0.99462,0.40215,0.00869,0.09111,0.03692,0.000115157,0.000115157,0.000115157
187,3920.59,1.39161,0.08305,0.19553,0.04315,0.949,0.96586,0.98055,0.97664,0.949,0.96586,0.98055,0.97664,0.99725,0.39649,0.00896,0.0887,0.02495,0.000114051,0.000114051,0.000114051
188,3940.73,1.21788,0.07205,0.17735,0.0184,0.94911,0.96932,0.98236,0.97681,0.94911,0.96932,0.98236,0.97681,1,0.39316,0.00725,0.09175,0.01582,0.000112946,0.000112946,0.000112946
189,3961,1.28556,0.07284,0.19328,0.04831,0.94011,0.96743,0.98376,0.97715,0.94011,0.96743,0.98376,0.97715,0.99733,0.39799,0.00873,0.09907,0.0225,0.000111843,0.000111843,0.000111843
190,3981.81,1.29749,0.07446,0.18471,0.03317,0.94057,0.9694,0.98272,0.97517,0.94057,0.9694,0.98272,0.97517,0.99729,0.4184,0.00934,0.0887,0.0234,0.00011074,0.00011074,0.00011074
191,4002.73,1.28763,0.07477,0.1856,0.0235,0.94091,0.9673,0.98557,0.97995,0.94091,0.9673,0.98557,0.97995,0.9973,0.40209,0.00693,0.08805,0.01368,0.000109639,0.000109639,0.000109639
192,4022.47,1.32517,0.08429,0.1939,0.05415,0.94464,0.96529,0.97555,0.96993,0.94464,0.96529,0.97555,0.96993,0.99732,0.38499,0.006,0.09028,0.01551,0.000108539,0.000108539,0.000108539
193,4042.29,1.30299,0.07484,0.18712,0.04827,0.94656,0.97284,0.98523,0.97959,0.94656,0.97284,0.98523,0.97959,0.99731,0.38371,0.00745,0.09263,0.01959,0.00010744,0.00010744,0.00010744
194,4062.52,1.32586,0.07527,0.17713,0.02798,0.95387,0.97348,0.98657,0.98115,0.95387,0.97348,0.98657,0.98115,1,0.39883,0.00929,0.08489,0.01981,0.000106343,0.000106343,0.000106343
195,4082.69,1.29181,0.07988,0.19416,0.03967,0.95508,0.97227,0.98441,0.97898,0.95508,0.97227,0.98441,0.97898,1,0.38661,0.00748,0.08795,0.02487,0.000105247,0.000105247,0.000105247
196,4104.17,1.25853,0.06396,0.1749,0.02298,0.9588,0.96425,0.98207,0.97761,0.9588,0.96425,0.98207,0.97761,0.99728,0.38753,0.00589,0.09265,0.02962,0.000104154,0.000104154,0.000104154
197,4125.84,1.23309,0.07151,0.16251,0.04729,0.95421,0.96862,0.98063,0.9762,0.95421,0.96862,0.98063,0.9762,0.99726,0.39682,0.00578,0.09212,0.02608,0.000103062,0.000103062,0.000103062
198,4147.82,1.30951,0.07777,0.18233,0.03741,0.96426,0.97696,0.98503,0.97985,0.96426,0.97696,0.98503,0.97985,0.99727,0.38268,0.00669,0.08737,0.02887,0.000101971,0.000101971,0.000101971
199,4170,1.22943,0.0717,0.17512,0.02844,0.94728,0.96937,0.98119,0.97508,0.94728,0.96937,0.98119,0.97508,0.99729,0.38875,0.0063,0.08752,0.02275,0.000100883,0.000100883,0.000100883
200,4190.98,1.32358,0.08473,0.1819,0.03645,0.95064,0.96887,0.97963,0.97468,0.95064,0.96887,0.97963,0.97468,0.99452,0.38536,0.00708,0.08783,0.02488,9.97971e-05,9.97971e-05,9.97971e-05
201,4209.08,0.91134,0.03006,0.06411,0.00729,0.95377,0.96422,0.98271,0.97827,0.95377,0.96422,0.98271,0.97827,1,0.4142,0.00547,0.10039,0.01386,9.8713e-05,9.8713e-05,9.8713e-05
202,4224.67,0.95197,0.0317,0.05667,0.00283,0.94533,0.97215,0.9866,0.98256,0.94533,0.97215,0.9866,0.98256,0.99725,0.40899,0.00595,0.09018,0.02273,9.76312e-05,9.76312e-05,9.76312e-05
203,4240.83,0.8912,0.02797,0.05119,0.00331,0.94577,0.97198,0.98176,0.97706,0.94577,0.97198,0.98176,0.97706,1,0.40185,0.00592,0.09306,0.01094,9.65517e-05,9.65517e-05,9.65517e-05
204,4256.92,0.86998,0.03452,0.05353,0.01094,0.94175,0.97381,0.98479,0.98125,0.94175,0.97381,0.98479,0.98125,0.99729,0.3977,0.00616,0.09865,0.01083,9.54746e-05,9.54746e-05,9.54746e-05
205,4273.09,0.89341,0.03169,0.05025,0.00469,0.93562,0.97407,0.98355,0.97725,0.93562,0.97407,0.98355,0.97725,0.99457,0.40642,0.00611,0.09488,0.03503,9.44e-05,9.44e-05,9.44e-05
206,4288.59,0.77505,0.02538,0.04778,0.00205,0.94399,0.97438,0.9847,0.98097,0.94399,0.97438,0.9847,0.98097,1,0.37565,0.00598,0.09746,0.01666,9.33279e-05,9.33279e-05,9.33279e-05
207,4305.02,0.78493,0.02472,0.04942,0.00468,0.94773,0.97574,0.98672,0.9824,0.94773,0.97574,0.98672,0.9824,0.99464,0.38412,0.00711,0.09711,0.02253,9.22585e-05,9.22585e-05,9.22585e-05
208,4321.39,0.88008,0.03219,0.05021,0.00259,0.94648,0.97079,0.98441,0.98009,0.94648,0.97079,0.98441,0.98009,1,0.38091,0.00603,0.0933,0.01341,9.11919e-05,9.11919e-05,9.11919e-05
209,4337.39,0.88077,0.02427,0.04792,0.00322,0.94813,0.97351,0.98376,0.97948,0.94813,0.97351,0.98376,0.97948,0.99452,0.3847,0.00645,0.09886,0.02388,9.0128e-05,9.0128e-05,9.0128e-05
210,4353.7,0.84233,0.02986,0.04632,0.0035,0.94112,0.97528,0.98053,0.97645,0.94112,0.97528,0.98053,0.97645,0.99727,0.3794,0.00638,0.09484,0.02563,8.90671e-05,8.90671e-05,8.90671e-05
211,4369.75,0.81322,0.02834,0.0466,0.00136,0.95279,0.97597,0.98647,0.98261,0.95279,0.97597,0.98647,0.98261,0.99451,0.38588,0.00623,0.09332,0.02045,8.80091e-05,8.80091e-05,8.80091e-05
212,4386.65,0.86785,0.03909,0.04715,0.00401,0.94773,0.96952,0.98302,0.978,0.94773,0.96952,0.98302,0.978,0.99457,0.37523,0.00596,0.09923,0.02581,8.69543e-05,8.69543e-05,8.69543e-05
213,4403.07,0.84151,0.02977,0.04637,0.00932,0.95495,0.97099,0.98477,0.98039,0.95495,0.97099,0.98477,0.98039,0.99726,0.37116,0.00551,0.09385,0.01609,8.59026e-05,8.59026e-05,8.59026e-05
214,4419.31,0.86999,0.02876,0.0476,0.00639,0.95453,0.9748,0.98521,0.98174,0.95453,0.9748,0.98521,0.98174,0.99454,0.37117,0.00588,0.09067,0.03183,8.48542e-05,8.48542e-05,8.48542e-05
215,4435.9,0.85165,0.03627,0.04407,0.00229,0.9511,0.97349,0.98359,0.97896,0.9511,0.97349,0.98359,0.97896,0.99451,0.36702,0.00598,0.09173,0.04212,8.38091e-05,8.38091e-05,8.38091e-05
216,4451.85,0.80826,0.02681,0.04766,0.00291,0.94742,0.97355,0.98506,0.97974,0.94742,0.97355,0.98506,0.97974,1,0.37327,0.00617,0.09641,0.01537,8.27674e-05,8.27674e-05,8.27674e-05
217,4467.82,0.86381,0.03671,0.04556,0.00895,0.95743,0.97448,0.98583,0.98266,0.95743,0.97448,0.98583,0.98266,0.99727,0.38221,0.00733,0.08827,0.01182,8.17292e-05,8.17292e-05,8.17292e-05
218,4483.78,0.81177,0.02679,0.0466,0.00422,0.9473,0.97626,0.9854,0.98307,0.9473,0.97626,0.9854,0.98307,0.99724,0.37101,0.00763,0.08919,0.01364,8.06946e-05,8.06946e-05,8.06946e-05
219,4499.48,0.77507,0.02564,0.04495,0.00371,0.95661,0.97419,0.98533,0.98152,0.95661,0.97419,0.98533,0.98152,0.99444,0.36607,0.0075,0.08609,0.02864,7.96637e-05,7.96637e-05,7.96637e-05
220,4515.38,0.8222,0.03436,0.05033,0.00301,0.94921,0.974,0.98485,0.98035,0.94921,0.974,0.98485,0.98035,0.99451,0.36855,0.00801,0.09216,0.03646,7.86365e-05,7.86365e-05,7.86365e-05
221,4531.55,0.81959,0.03136,0.0441,0.0059,0.94961,0.97618,0.98584,0.98285,0.94961,0.97618,0.98584,0.98285,0.99449,0.36586,0.00822,0.09073,0.02196,7.76132e-05,7.76132e-05,7.76132e-05
222,4547.66,0.83711,0.03231,0.04851,0.00295,0.95443,0.97659,0.98539,0.97945,0.95443,0.97659,0.98539,0.97945,0.99448,0.36496,0.00862,0.08568,0.03256,7.65937e-05,7.65937e-05,7.65937e-05
223,4563.97,0.81103,0.03016,0.0459,0.00482,0.95539,0.9748,0.98666,0.98285,0.95539,0.9748,0.98666,0.98285,0.99722,0.3674,0.00898,0.08325,0.0192,7.55783e-05,7.55783e-05,7.55783e-05
224,4580.05,0.8074,0.02588,0.04539,0.00336,0.95392,0.97212,0.98605,0.98096,0.95392,0.97212,0.98605,0.98096,0.99725,0.37136,0.00839,0.08449,0.0164,7.4567e-05,7.4567e-05,7.4567e-05
225,4596.05,0.80482,0.03837,0.04538,0.00523,0.95654,0.97269,0.98584,0.98137,0.95654,0.97269,0.98584,0.98137,0.99725,0.37491,0.00822,0.0827,0.02002,7.35598e-05,7.35598e-05,7.35598e-05
226,4612.24,0.78972,0.03272,0.04142,0.00159,0.95924,0.97292,0.98707,0.98277,0.95924,0.97292,0.98707,0.98277,0.99449,0.36656,0.00821,0.08373,0.04934,7.25569e-05,7.25569e-05,7.25569e-05
227,4628.04,0.78176,0.03072,0.04322,0.00166,0.95562,0.97142,0.985,0.98054,0.95562,0.97142,0.985,0.98054,1,0.35644,0.00798,0.0879,0.01829,7.15583e-05,7.15583e-05,7.15583e-05
228,4644,0.74502,0.02709,0.04372,0.00195,0.95937,0.97215,0.98433,0.97936,0.95937,0.97215,0.98433,0.97936,0.99721,0.36802,0.0082,0.09082,0.02207,7.05641e-05,7.05641e-05,7.05641e-05
229,4660.71,0.79057,0.0305,0.04493,0.00119,0.96423,0.97215,0.98395,0.98008,0.96423,0.97215,0.98395,0.98008,0.9944,0.35941,0.00775,0.089,0.02472,6.95744e-05,6.95744e-05,6.95744e-05
230,4676.6,0.74983,0.02921,0.04517,0.00841,0.95725,0.9724,0.98387,0.9791,0.95725,0.9724,0.98387,0.9791,0.99721,0.35405,0.00709,0.08782,0.01738,6.85892e-05,6.85892e-05,6.85892e-05
231,4692.53,0.76686,0.02679,0.04457,0.00282,0.96537,0.97348,0.98559,0.98161,0.96537,0.97348,0.98559,0.98161,0.99441,0.36189,0.0057,0.09115,0.02177,6.76088e-05,6.76088e-05,6.76088e-05
232,4708.43,0.80131,0.03502,0.04409,0.00454,0.96227,0.97304,0.98631,0.98248,0.96227,0.97304,0.98631,0.98248,0.99725,0.3493,0.00632,0.08232,0.01748,6.6633e-05,6.6633e-05,6.6633e-05
233,4724.47,0.7359,0.03046,0.04096,0.00231,0.95371,0.97631,0.98504,0.98097,0.95371,0.97631,0.98504,0.98097,0.99728,0.3502,0.00657,0.08512,0.01807,6.5662e-05,6.5662e-05,6.5662e-05
234,4740.35,0.72911,0.02853,0.04388,0.00581,0.9688,0.9732,0.98506,0.98174,0.9688,0.9732,0.98506,0.98174,0.99721,0.34845,0.00648,0.0815,0.01518,6.46959e-05,6.46959e-05,6.46959e-05
235,4755.97,0.80015,0.02548,0.04763,0.00528,0.96116,0.97348,0.98567,0.98134,0.96116,0.97348,0.98567,0.98134,0.99721,0.35927,0.00766,0.08048,0.01665,6.37348e-05,6.37348e-05,6.37348e-05
236,4771.99,0.71971,0.02637,0.04573,0.0074,0.96511,0.9748,0.98623,0.98245,0.96511,0.9748,0.98623,0.98245,0.9944,0.37048,0.0083,0.08623,0.0333,6.27787e-05,6.27787e-05,6.27787e-05
237,4788.19,0.7621,0.02876,0.04375,0.0059,0.95655,0.97346,0.98373,0.97897,0.95655,0.97346,0.98373,0.97897,0.99171,0.36139,0.00852,0.08017,0.04096,6.18277e-05,6.18277e-05,6.18277e-05
238,4803.74,0.79211,0.03068,0.04518,0.0018,0.95363,0.97365,0.98753,0.98383,0.95363,0.97365,0.98753,0.98383,0.99446,0.36286,0.00883,0.08062,0.05062,6.0882e-05,6.0882e-05,6.0882e-05
239,4820.05,0.71688,0.02488,0.04389,0.00102,0.96353,0.97348,0.98498,0.98017,0.96353,0.97348,0.98498,0.98017,0.99721,0.3564,0.00878,0.08389,0.01882,5.99414e-05,5.99414e-05,5.99414e-05
240,4835.87,0.70081,0.02007,0.04025,0.00208,0.95174,0.97105,0.98591,0.98149,0.95174,0.97105,0.98591,0.98149,0.99721,0.35479,0.00864,0.08268,0.02636,5.90063e-05,5.90063e-05,5.90063e-05
241,4851.7,0.78417,0.02766,0.04495,0.00131,0.95232,0.97513,0.98528,0.98077,0.95232,0.97513,0.98528,0.98077,0.99724,0.36141,0.00847,0.0803,0.01831,5.80765e-05,5.80765e-05,5.80765e-05
242,4867.56,0.7046,0.02518,0.03953,0.00055,0.96175,0.97413,0.98548,0.9795,0.96175,0.97413,0.98548,0.9795,1,0.35324,0.00726,0.08254,0.0197,5.71522e-05,5.71522e-05,5.71522e-05
243,4883.48,0.74047,0.02534,0.04323,0.00234,0.95824,0.9766,0.98509,0.97932,0.95824,0.9766,0.98509,0.97932,0.99721,0.34877,0.00663,0.08129,0.0373,5.62335e-05,5.62335e-05,5.62335e-05
244,4899.37,0.66613,0.02642,0.04132,0.00242,0.96095,0.97547,0.98629,0.982,0.96095,0.97547,0.98629,0.982,0.99719,0.35508,0.00694,0.08019,0.03737,5.53205e-05,5.53205e-05,5.53205e-05
245,4914.97,0.71011,0.02447,0.04151,0.00174,0.95672,0.97544,0.98191,0.97714,0.95672,0.97544,0.98191,0.97714,0.99721,0.3427,0.00642,0.08008,0.02526,5.44131e-05,5.44131e-05,5.44131e-05
246,4931.02,0.70124,0.02403,0.04015,0.00169,0.95987,0.9748,0.98606,0.98174,0.95987,0.9748,0.98606,0.98174,1,0.3428,0.00599,0.08152,0.02071,5.35116e-05,5.35116e-05,5.35116e-05
